@RELATION league

@ATTRIBUTE champ1, numeric
@ATTRIBUTE kills1, numeric
@ATTRIBUTE deaths1, numeric
@ATTRIBUTE assists1, numeric
@ATTRIBUTE goldEarned1, numeric
@ATTRIBUTE totalMinionsKilled1, numeric
@ATTRIBUTE neutralMinionsKilled1, numeric
@ATTRIBUTE wardsPlaced1, numeric

@ATTRIBUTE champ2, numeric
@ATTRIBUTE kills2, numeric
@ATTRIBUTE deaths2, numeric
@ATTRIBUTE assists2, numeric
@ATTRIBUTE goldEarned2, numeric
@ATTRIBUTE totalMinionsKilled2, numeric
@ATTRIBUTE neutralMinionsKilled2, numeric
@ATTRIBUTE wardsPlaced2, numeric

@ATTRIBUTE champ3, numeric
@ATTRIBUTE kills3, numeric
@ATTRIBUTE deaths3, numeric
@ATTRIBUTE assists3, numeric
@ATTRIBUTE goldEarned3, numeric
@ATTRIBUTE totalMinionsKilled3, numeric
@ATTRIBUTE neutralMinionsKilled3, numeric
@ATTRIBUTE wardsPlaced3, numeric

@ATTRIBUTE champ4, numeric
@ATTRIBUTE kills4, numeric
@ATTRIBUTE deaths4, numeric
@ATTRIBUTE assists4, numeric
@ATTRIBUTE goldEarned4, numeric
@ATTRIBUTE totalMinionsKilled4, numeric
@ATTRIBUTE neutralMinionsKilled4, numeric
@ATTRIBUTE wardsPlaced4, numeric

@ATTRIBUTE champ5, numeric
@ATTRIBUTE kills5, numeric
@ATTRIBUTE deaths5, numeric
@ATTRIBUTE assists5, numeric
@ATTRIBUTE goldEarned5, numeric
@ATTRIBUTE totalMinionsKilled5, numeric
@ATTRIBUTE neutralMinionsKilled5, numeric
@ATTRIBUTE wardsPlaced5, numeric

@ATTRIBUTE champ6, numeric
@ATTRIBUTE kills6, numeric
@ATTRIBUTE deaths6, numeric
@ATTRIBUTE assists6, numeric
@ATTRIBUTE goldEarned6, numeric
@ATTRIBUTE totalMinionsKilled6, numeric
@ATTRIBUTE neutralMinionsKilled6, numeric
@ATTRIBUTE wardsPlaced6, numeric

@ATTRIBUTE champ7, numeric
@ATTRIBUTE kills7, numeric
@ATTRIBUTE deaths7, numeric
@ATTRIBUTE assists7, numeric
@ATTRIBUTE goldEarned7, numeric
@ATTRIBUTE totalMinionsKilled7, numeric
@ATTRIBUTE neutralMinionsKilled7, numeric
@ATTRIBUTE wardsPlaced7, numeric

@ATTRIBUTE champ8, numeric
@ATTRIBUTE kills8, numeric
@ATTRIBUTE deaths8, numeric
@ATTRIBUTE assists8, numeric
@ATTRIBUTE goldEarned8, numeric
@ATTRIBUTE totalMinionsKilled8, numeric
@ATTRIBUTE neutralMinionsKilled8, numeric
@ATTRIBUTE wardsPlaced8, numeric

@ATTRIBUTE champ9, numeric
@ATTRIBUTE kills9, numeric
@ATTRIBUTE deaths9, numeric
@ATTRIBUTE assists9, numeric
@ATTRIBUTE goldEarned9, numeric
@ATTRIBUTE totalMinionsKilled9, numeric
@ATTRIBUTE neutralMinionsKilled9, numeric
@ATTRIBUTE wardsPlaced9, numeric

@ATTRIBUTE champ10, numeric
@ATTRIBUTE kills10, numeric
@ATTRIBUTE deaths10, numeric
@ATTRIBUTE assists10, numeric
@ATTRIBUTE goldEarned10, numeric
@ATTRIBUTE totalMinionsKilled10, numeric
@ATTRIBUTE neutralMinionsKilled10, numeric
@ATTRIBUTE wardsPlaced10, numeric

@ATTRIBUTE win, { True, False }

@data
131,9,1,1,8226,105,0,1,32,2,1,6,7038,23,47,1,8,5,1,4,8564,158,1,7,51,0,0,4,6350,110,1,2,14,2,2,3,5731,42,0,11,31,1,3,0,5756,129,0,4,236,1,4,2,6438,114,11,6,89,1,2,2,4107,38,0,10,19,0,1,1,4121,4,31,4,120,2,8,0,5712,99,8,4,True
57,1,5,3,5771,108,0,2,222,4,4,2,7442,149,0,5,112,6,5,5,6589,58,0,5,30,2,2,7,7402,36,56,4,267,0,1,1,4269,2,0,4,157,5,6,1,8852,149,8,5,89,2,1,8,6620,33,0,12,5,3,4,7,9205,8,72,6,81,3,2,7,9118,188,0,4,31,4,0,3,9174,165,10,7,False
91,5,3,5,7142,105,0,6,43,1,1,11,6347,15,0,13,421,8,2,2,9861,168,27,6,15,5,2,4,7272,124,0,3,77,4,0,5,7202,18,44,5,1,1,4,2,5697,118,0,2,20,2,5,4,4892,22,0,10,222,3,4,2,6286,116,0,5,24,2,3,1,5712,24,38,3,17,0,7,1,4287,61,1,2,True
20,4,2,4,7378,29,49,11,22,0,4,3,6282,119,0,4,103,1,2,3,5183,78,0,6,25,2,2,2,4782,16,0,12,23,2,7,2,5839,92,0,1,2,10,4,0,9989,146,10,6,77,3,1,4,7948,42,52,1,91,2,1,0,6187,92,0,5,81,2,3,3,6802,125,1,0,37,0,0,6,5548,8,0,13,False
62,5,4,1,7246,101,2,2,267,0,1,8,5262,3,0,5,106,10,4,4,8215,23,23,6,222,5,0,5,8041,133,0,2,1,4,3,6,7217,83,3,4,122,3,7,3,5275,58,1,4,254,4,5,2,6746,34,48,5,42,1,5,3,4540,53,0,4,25,0,3,1,3654,17,0,7,61,4,5,3,6498,107,0,2,True
31,2,7,5,5327,54,4,5,99,2,7,3,5310,72,0,2,107,2,8,4,6433,65,31,5,117,3,5,4,5334,8,0,10,81,1,2,3,5344,103,0,5,11,10,1,1,10393,65,61,3,53,3,0,5,6750,74,5,5,74,5,2,6,7573,84,1,4,22,1,3,11,6300,17,0,6,15,9,4,4,8380,72,1,4,False
222,1,4,0,6012,137,4,3,143,0,1,0,3540,33,0,1,254,2,4,1,5678,28,38,4,23,1,3,2,6155,118,1,4,1,0,7,3,4255,4,0,15,67,10,0,3,9709,155,3,1,89,0,1,11,6038,31,0,11,16,2,0,10,8072,20,62,6,31,3,1,3,7312,144,1,4,69,4,2,1,7493,139,4,1,False
64,4,4,1,6407,16,46,13,55,0,3,0,5796,150,3,2,23,1,2,0,5311,106,3,4,67,0,4,2,5968,134,0,1,412,2,4,4,5200,19,0,14,143,2,4,8,6415,6,2,16,222,5,1,1,8863,165,6,6,421,5,1,4,7817,23,48,8,101,4,0,2,8612,162,3,8,14,1,1,2,7636,156,1,5,False
32,6,4,9,9202,48,49,0,14,5,4,6,7958,95,5,2,6,7,6,2,8875,141,1,3,67,12,4,3,10540,140,3,4,412,2,3,17,7706,28,0,8,238,6,6,3,7369,97,4,4,60,3,6,2,6545,11,45,1,104,3,6,7,7071,78,0,3,23,5,6,3,7412,100,5,4,40,4,8,7,6502,7,0,11,True
89,4,1,7,6227,34,0,12,119,8,3,1,9530,151,5,3,25,4,1,5,7422,133,3,7,117,1,2,5,6565,120,2,6,113,4,0,1,6690,28,48,0,114,2,2,0,6897,155,0,6,254,2,3,1,6255,15,53,8,222,0,6,2,5748,94,4,6,267,0,9,2,4511,5,0,5,4,3,1,2,6880,97,0,5,True
105,7,4,1,6823,64,13,6,111,0,3,3,4792,23,43,4,236,1,5,1,5486,120,1,5,412,0,8,1,4214,19,1,9,8,0,6,2,4575,85,0,7,222,10,3,7,9750,154,17,6,89,1,1,14,6190,18,1,12,31,5,2,8,7666,100,5,5,23,6,1,4,8567,110,12,8,57,4,1,6,7188,40,33,2,False
8,1,6,1,5606,106,4,4,222,2,2,1,6133,124,0,6,238,2,2,0,6110,125,5,5,154,1,1,3,4895,6,46,4,267,0,2,3,4463,9,0,11,84,6,2,3,7453,121,3,6,268,1,1,5,5926,118,0,4,104,1,1,4,5465,101,0,6,40,2,1,6,5144,6,0,19,9,3,1,1,6825,12,73,0,False
39,4,2,1,7254,142,0,5,106,3,1,1,6643,30,52,6,222,2,0,3,6995,146,1,4,53,0,1,6,4395,27,0,9,85,1,0,0,4525,64,0,3,114,1,2,0,3392,34,0,4,105,0,0,0,2794,19,4,0,9,3,1,0,5955,37,51,0,119,0,2,0,4547,111,1,1,111,0,5,2,3687,30,0,7,True
120,10,11,21,19015,121,77,2,14,6,10,14,16973,250,0,15,432,3,11,26,13770,31,0,22,131,25,11,9,19774,160,18,12,222,6,20,14,14492,119,17,10,8,18,8,25,21259,252,11,9,113,11,9,26,16164,141,9,5,103,7,9,25,17402,91,88,36,110,23,11,23,20495,192,26,6,25,3,13,35,13219,29,2,38,True
91,4,15,7,12116,155,6,7,5,5,10,10,15132,109,82,11,25,2,3,19,12086,22,1,34,85,0,7,11,11766,161,8,6,67,16,6,6,19529,289,20,8,31,12,3,9,17061,275,6,10,106,5,9,17,14915,66,68,8,161,3,3,21,14285,97,2,28,238,17,6,10,19463,273,33,25,51,4,6,11,14181,187,24,4,False
32,15,4,11,17356,46,122,7,51,13,10,13,15879,211,2,11,157,5,13,7,13499,271,6,2,75,9,7,8,15470,242,15,3,25,5,4,17,13541,91,0,2,119,12,11,8,16073,211,3,6,74,3,8,12,11387,189,2,15,89,2,13,22,10381,39,0,22,14,11,10,8,14403,233,5,4,31,10,7,10,14440,89,84,6,True
254,16,14,19,26543,192,121,1,72,15,10,13,21744,295,10,9,99,16,3,24,21475,248,0,9,89,1,11,27,15797,85,0,29,222,13,9,15,21103,291,4,16,105,22,11,14,24126,98,108,1,25,4,12,12,14687,86,0,70,104,4,7,14,19255,330,13,12,122,12,15,10,21980,307,38,15,45,5,16,11,16515,236,22,13,True
113,2,8,23,15492,112,69,5,53,5,9,22,14993,44,0,31,222,15,4,17,24026,372,53,14,114,15,13,11,20047,264,36,8,50,8,10,16,17636,279,3,20,3,7,12,21,18869,240,8,6,236,9,10,18,20505,236,56,31,32,5,9,22,20278,119,106,10,120,15,6,11,23792,329,50,9,99,8,8,21,16570,26,2,42,False
63,9,17,13,15870,177,14,15,18,7,11,10,16933,252,4,12,254,8,9,13,16413,44,104,20,11,10,10,4,19405,319,32,4,111,3,11,18,13544,70,0,24,106,9,5,25,16444,36,62,14,25,4,10,25,15429,62,4,28,81,10,7,14,18408,299,8,7,92,16,7,14,19328,256,19,3,99,19,8,27,19293,165,11,15,False
53,4,8,15,10441,15,0,23,58,2,5,13,13281,195,21,11,429,23,7,10,19976,194,23,8,115,3,10,15,11819,120,0,3,32,7,6,17,15167,66,70,17,89,3,9,14,10574,45,0,18,236,11,8,5,15428,243,16,7,17,4,6,11,12981,209,0,8,69,14,7,8,16679,253,20,5,113,4,9,12,11407,40,61,11,True
8,5,17,6,10708,143,4,11,101,8,7,10,15121,245,10,12,89,1,12,11,10447,59,0,39,42,13,12,6,15587,266,14,3,19,4,9,4,11612,64,76,7,59,16,9,16,18672,269,10,5,81,13,10,13,15436,167,21,11,34,8,5,20,16388,204,20,9,25,0,6,23,12398,43,0,26,105,20,2,7,19298,117,78,3,False
103,8,10,7,11267,139,1,11,75,7,6,10,13508,188,5,3,67,8,10,7,13139,215,0,12,412,3,8,19,11321,20,2,22,421,5,4,12,12482,114,37,1,57,2,4,12,14347,88,89,10,157,11,7,10,16244,196,28,14,236,4,6,13,14263,192,18,10,5,16,7,7,16862,185,22,14,35,5,7,10,11470,56,11,8,False
64,3,7,10,12294,48,87,11,81,10,3,3,12853,170,11,6,102,1,5,3,12143,261,12,6,40,0,4,14,8936,10,0,28,134,8,7,8,14102,250,5,13,57,3,2,12,13113,239,0,2,113,13,6,11,18048,108,111,9,37,0,6,16,9791,21,1,22,1,4,2,7,11583,145,31,12,222,5,6,7,11500,163,5,7,False
55,7,3,9,14032,261,2,12,119,10,6,20,19973,302,17,4,127,11,4,13,15457,214,5,13,89,1,4,23,11100,54,0,34,62,19,6,11,15210,37,55,3,81,8,13,6,12404,179,9,10,57,4,7,9,11769,193,0,8,112,8,8,5,14479,273,3,12,33,1,11,13,11559,80,63,3,143,2,9,8,9025,54,1,31,True
79,9,10,16,14827,163,7,3,103,20,7,17,19230,205,9,6,236,4,9,15,16325,268,4,2,53,10,7,23,14483,47,1,32,32,6,10,24,16915,55,92,14,19,14,10,13,15908,20,109,3,127,7,13,17,15423,227,9,7,55,9,10,12,12959,129,1,13,25,1,8,21,10964,33,2,37,104,12,8,10,17005,277,9,3,True
92,11,8,8,15983,230,6,2,81,6,4,15,15206,225,14,3,11,14,7,11,17221,99,92,13,25,1,5,22,10703,25,1,35,69,7,5,8,12538,169,8,22,14,7,8,7,13667,247,9,6,50,8,8,6,13119,181,28,6,62,5,8,10,12089,64,60,19,51,6,7,10,13595,236,9,4,35,3,8,9,9060,15,0,36,True
236,8,7,7,14278,241,14,11,81,6,6,9,11769,179,6,4,25,3,8,11,9999,29,0,29,24,3,10,6,10393,157,2,9,59,2,8,10,11237,53,79,12,266,10,2,10,13704,170,24,13,90,14,4,15,15122,184,12,3,104,9,8,9,13445,202,5,9,32,5,5,18,13413,42,85,13,12,1,3,29,10210,42,0,22,False
122,5,5,5,10439,143,0,10,238,6,10,6,11338,171,0,5,35,5,10,6,11130,24,80,7,1,8,9,4,10674,64,0,27,104,4,5,7,13513,242,5,2,7,9,7,7,13134,169,2,6,150,4,3,9,13108,216,2,5,222,13,4,6,15776,240,9,11,143,2,9,13,12311,62,4,21,77,11,5,6,14586,80,62,6,False
7,9,5,10,14103,200,5,11,53,4,6,15,11090,23,0,40,107,7,5,12,14262,40,94,9,23,9,6,12,18011,310,32,6,51,6,5,9,14377,205,30,7,67,12,6,7,16005,290,9,6,89,3,6,15,9784,50,0,33,25,5,11,7,11146,189,4,8,8,4,6,4,11610,231,4,7,32,3,7,12,10726,51,57,5,True
25,0,7,12,8800,30,0,18,36,2,8,7,9162,131,6,6,222,7,2,8,14105,268,17,9,101,7,5,7,11869,192,3,11,64,4,8,11,10362,56,36,33,77,5,2,10,13331,77,68,11,81,12,5,9,15902,226,11,2,7,4,5,9,11371,123,8,9,23,6,6,12,15798,245,12,9,37,3,2,17,11599,13,1,30,False
238,16,9,8,16580,212,8,8,68,7,9,5,10883,100,5,4,81,4,6,12,14601,248,17,1,25,5,8,17,11903,26,3,31,79,7,10,11,13271,98,50,0,1,5,12,8,11143,155,5,19,89,1,6,14,9542,43,0,24,15,16,6,6,17612,298,9,0,59,7,6,15,14543,74,91,8,92,13,9,4,15577,256,8,1,True
104,18,4,19,16779,180,3,6,39,9,6,22,14373,146,0,8,238,12,8,15,15267,193,12,4,62,21,7,10,15975,93,30,10,40,1,6,30,11812,9,0,12,51,3,9,12,10707,135,12,2,4,9,13,10,13277,164,6,16,114,10,12,6,13149,51,75,0,92,9,12,8,13287,186,17,18,117,0,15,11,8449,31,0,37,True
236,17,6,9,19364,240,37,2,57,6,7,22,12935,27,0,18,27,10,12,15,15403,184,1,4,19,6,11,16,13902,52,57,4,117,5,8,20,13327,136,9,4,92,14,5,15,18038,292,21,13,64,6,8,11,12109,44,61,16,90,13,12,15,15337,208,3,10,222,10,10,8,12857,169,0,2,89,1,10,17,9301,62,0,15,True
18,16,7,12,17603,223,22,6,113,10,6,20,16551,76,97,8,75,5,6,5,13105,216,9,0,53,4,5,23,12945,31,0,22,55,15,4,12,15463,179,4,15,50,8,11,9,12903,196,0,9,29,10,10,6,13048,169,17,0,33,5,10,8,9358,17,47,4,421,4,11,7,12166,234,7,7,99,1,8,17,10903,51,4,16,True
51,8,5,7,19080,364,22,14,55,3,13,6,12287,180,2,10,89,1,7,20,11969,67,0,33,105,14,9,6,19040,133,90,9,13,10,12,9,16255,213,3,9,74,11,4,21,19658,240,11,21,67,21,6,5,22705,302,20,16,76,4,5,18,17503,108,78,3,201,1,6,28,14223,65,4,20,91,9,15,10,17364,219,36,14,False
222,15,14,16,22620,343,18,8,19,7,4,15,19532,143,94,6,7,20,3,4,18720,186,6,14,58,9,7,19,19327,260,40,9,89,3,11,22,13010,30,0,17,76,9,8,6,14992,163,7,11,121,9,9,11,16465,117,56,0,21,4,14,15,17748,249,13,13,112,13,13,9,17161,199,21,11,1,2,11,14,12530,60,0,27,True
222,24,6,16,23135,285,32,14,8,7,12,11,15112,233,3,10,76,12,13,12,15689,176,13,2,31,8,6,22,17762,39,125,10,267,5,3,34,15076,23,0,34,120,9,6,11,14285,181,3,12,59,3,10,24,12515,24,48,16,112,15,8,13,18471,276,7,9,37,1,17,18,11498,51,0,30,67,12,15,7,17070,266,10,9,True
79,7,6,8,13372,33,102,9,54,4,6,11,13708,233,10,8,69,8,9,9,12755,170,6,16,89,1,11,13,8824,54,0,27,67,11,10,5,15895,246,24,5,48,7,4,7,14745,238,6,3,111,7,3,23,16428,62,78,5,15,3,10,16,15474,288,4,11,76,21,10,7,16356,116,17,6,53,4,5,20,12247,14,2,27,False
222,14,6,13,17251,240,15,3,103,16,8,16,16486,175,10,6,119,5,11,24,15602,175,27,5,89,3,11,25,11203,30,0,35,59,13,7,28,15637,38,29,12,432,6,13,21,14047,17,0,39,99,11,4,15,15046,192,4,10,72,8,12,19,14230,84,38,4,122,9,11,10,14613,191,2,6,15,9,11,20,17280,259,8,11,True
106,8,6,9,14624,202,25,6,64,11,7,8,17765,127,105,4,55,9,10,11,14946,204,19,15,236,11,8,14,18141,258,16,5,412,0,10,22,10723,31,0,19,53,3,7,27,12116,47,0,27,7,7,7,13,15300,233,20,11,32,10,7,24,17018,63,83,9,82,9,9,18,16760,248,3,15,222,12,9,18,16444,198,13,3,False
51,6,4,11,14352,255,22,2,238,12,9,10,14858,202,11,13,412,2,8,24,10857,14,0,30,126,9,7,11,16756,304,18,8,32,7,7,14,14114,68,75,12,1,9,11,14,15730,183,13,13,429,12,4,8,16295,214,24,2,16,0,6,23,11023,21,0,25,105,7,9,10,14203,73,71,12,75,7,6,12,16998,272,9,7,False
1,13,10,12,13965,169,7,7,81,13,5,13,14756,180,11,5,8,8,6,11,14773,229,23,8,412,2,4,23,10339,8,0,31,33,1,6,18,12376,92,62,4,75,4,5,5,12666,233,1,5,106,11,5,12,15661,87,60,11,89,3,8,12,10769,69,1,30,112,9,10,10,14015,202,14,7,119,4,9,11,12147,135,13,7,True
99,7,9,13,13237,132,4,9,154,8,3,15,16464,94,73,9,1,10,6,5,17339,288,9,8,267,0,6,20,11974,13,0,36,222,6,11,11,13712,155,13,4,98,8,3,7,14466,218,3,14,38,8,4,8,13531,193,3,14,106,8,8,10,13688,54,76,2,104,11,11,11,14860,174,25,9,89,0,5,14,9654,70,1,22,True
222,12,8,14,16553,245,10,7,55,15,6,17,16324,203,9,8,113,7,8,22,15056,56,88,9,40,1,6,36,12424,23,0,25,41,19,11,19,17648,156,11,10,91,10,12,6,15293,227,14,4,110,6,12,10,12848,182,8,5,412,6,7,15,12122,108,1,23,254,9,11,9,14573,67,91,4,8,7,12,10,12724,177,1,10,True
120,11,12,9,15205,233,0,12,32,4,8,15,13547,94,66,11,25,4,9,12,10362,27,0,36,222,7,13,9,12766,141,10,11,1,9,12,13,14930,218,0,0,53,6,7,24,13088,53,0,25,20,5,4,16,14687,36,83,28,238,7,11,9,15911,262,19,7,104,24,8,9,22285,289,34,12,131,12,5,12,17258,225,20,8,False
127,8,11,11,14058,179,3,5,64,9,8,17,14912,55,51,35,412,2,10,18,11102,14,0,34,19,4,10,10,13498,206,1,10,81,21,6,9,19666,264,15,8,18,14,9,14,17292,235,8,8,40,1,9,25,10992,10,0,68,45,10,9,12,13575,168,5,9,105,8,10,15,13468,34,64,10,103,12,9,11,15217,215,12,8,False
50,27,6,14,19160,155,3,3,222,16,9,9,16998,173,38,9,54,0,4,30,12802,47,49,3,122,12,10,14,14199,160,0,8,89,3,3,40,14750,48,0,27,14,9,11,8,12852,157,1,2,32,5,10,14,12849,44,76,8,25,9,13,10,12426,159,0,5,119,5,14,11,13499,204,0,13,111,4,10,12,9959,70,0,21,True
267,1,6,13,11174,22,0,30,59,5,5,5,12896,201,27,4,112,5,6,5,12242,239,9,1,236,3,11,9,12924,218,3,11,76,5,7,6,11488,54,66,8,74,9,2,7,15033,224,13,12,111,7,3,9,14435,63,92,15,17,13,6,5,15275,191,7,7,51,5,7,10,15344,242,22,6,16,1,2,17,11000,20,2,21,False
4,14,13,19,16677,156,1,1,150,10,5,16,15685,164,32,21,236,13,14,20,17378,194,9,7,92,12,12,10,16462,112,81,11,53,17,9,26,16979,67,3,17,120,9,10,14,14736,191,15,12,55,6,16,8,12686,182,0,8,51,11,13,19,16296,186,14,5,64,25,11,20,19107,64,46,6,117,2,16,21,12884,74,1,20,True
119,6,10,9,13684,208,1,4,266,6,7,14,16100,155,77,10,25,4,7,19,12041,52,1,28,105,9,10,11,11532,113,2,8,106,14,8,5,13367,134,0,3,19,13,5,15,16220,34,86,6,222,12,7,16,17047,220,8,11,76,7,9,7,12510,180,7,10,122,6,6,12,13874,219,2,4,1,4,12,12,9485,27,0,16,False
134,6,7,5,12506,192,16,10,429,6,8,3,14001,262,13,7,412,0,5,10,8003,43,0,36,92,6,8,4,14164,270,3,8,77,1,3,7,13481,89,95,9,104,10,6,10,17187,286,23,10,63,7,2,10,13747,215,9,11,127,6,7,12,14204,247,3,12,154,3,1,10,12910,46,113,10,53,4,3,16,10596,45,0,33,False
113,5,5,13,14644,70,100,11,92,6,6,9,13407,222,31,5,77,1,11,10,9530,28,12,21,101,6,7,7,13441,249,3,7,104,8,12,7,13872,211,10,5,127,9,5,13,15369,223,5,8,80,10,8,12,15397,65,81,7,51,11,4,14,19432,322,20,4,14,6,5,11,15841,284,2,9,89,4,5,22,13188,60,1,38,False
131,5,11,8,12647,64,99,5,51,6,8,4,13436,260,11,1,115,4,5,9,13061,254,14,5,23,1,6,1,12122,274,7,5,89,3,8,8,8763,39,0,31,81,10,4,8,14745,246,14,10,37,1,4,14,10613,30,0,22,11,16,5,6,18463,87,116,11,79,6,3,9,14959,301,3,10,43,5,3,11,13390,241,16,3,False
75,7,8,4,12815,195,4,5,104,9,10,7,14962,231,26,5,105,5,10,4,11200,154,0,12,19,4,9,7,12894,51,95,9,44,0,7,14,10100,47,3,28,7,10,12,10,12262,107,4,9,412,5,4,21,12026,27,1,23,32,6,1,21,14781,81,88,3,113,10,3,22,17954,253,16,7,18,13,6,10,15945,182,14,9,False
55,12,7,8,14115,184,1,13,236,9,4,13,17792,309,17,7,75,14,7,8,18549,305,17,9,33,1,9,21,12234,33,68,5,1,2,7,18,12148,50,4,39,32,11,7,9,16298,70,112,13,222,5,8,8,13775,273,0,1,267,2,6,19,10851,15,0,33,122,10,9,7,15177,250,15,10,127,6,8,9,14328,246,15,5,True
32,5,11,6,11797,71,81,13,120,4,7,5,11721,177,10,3,84,8,7,6,10500,103,0,6,222,7,6,3,14269,272,12,5,37,0,9,15,9355,11,1,17,69,9,5,11,14503,190,18,16,75,4,4,11,14833,231,30,4,18,16,5,15,16304,161,9,7,113,3,3,17,12183,58,45,7,143,8,7,17,13420,27,2,17,False
55,10,10,13,14768,238,6,10,98,3,1,17,12288,179,7,5,2,9,4,7,12789,21,75,12,412,4,8,27,11718,29,2,25,104,15,7,9,17420,273,20,5,113,1,5,10,10272,32,70,14,63,3,15,11,10854,84,2,20,131,5,5,7,11657,182,13,9,64,7,8,7,14368,263,1,7,67,12,8,5,14507,180,25,7,True
267,4,15,15,10601,68,1,6,122,6,11,6,13157,201,12,11,15,7,12,12,13376,160,13,7,35,11,6,2,14744,160,36,6,89,2,14,10,8612,43,0,29,429,19,6,18,18604,241,22,1,114,19,9,10,18407,277,6,10,77,10,1,18,17580,107,92,19,101,6,10,16,12682,138,13,7,412,4,4,35,13780,59,1,21,False
122,4,4,6,12572,211,14,10,55,7,5,7,12087,143,15,8,104,15,4,3,16106,236,13,10,48,9,4,10,13214,55,59,7,25,6,9,11,13089,60,2,19,35,5,9,8,10889,47,52,13,103,1,10,7,9450,151,0,12,222,15,9,7,14616,178,3,5,53,3,9,9,8540,23,2,15,79,2,4,3,10564,191,7,7,True
27,4,1,5,11610,196,1,6,1,7,4,10,13527,202,8,3,64,8,5,8,12006,26,75,25,25,0,5,11,9324,25,5,21,21,13,5,9,16741,248,26,7,81,9,7,6,10936,117,0,5,17,4,7,6,10693,170,3,9,236,5,5,6,13021,252,3,6,53,0,4,8,6601,36,2,23,59,2,10,4,10229,52,85,8,True
64,3,3,6,10411,45,80,16,104,4,8,4,12563,275,4,7,53,1,3,8,7835,52,0,34,68,5,5,4,10363,186,0,12,131,3,6,5,11166,216,25,5,32,7,2,7,13472,55,95,7,238,9,2,6,14063,247,13,6,51,2,3,11,12674,241,9,7,75,6,3,6,12960,232,0,8,89,0,6,14,8681,29,0,35,False
429,9,5,12,14811,184,16,1,92,16,6,7,16234,175,29,14,76,11,3,10,12652,105,8,9,40,1,5,16,10767,60,10,38,5,7,5,12,12500,33,50,8,412,1,8,15,8007,21,0,10,7,8,8,4,10057,108,0,11,236,2,9,6,10459,184,1,3,114,5,11,4,12372,235,0,1,80,8,8,5,11144,62,38,14,True
5,5,4,10,12811,45,85,9,157,8,7,12,14067,194,17,9,81,4,7,8,13025,215,20,4,8,8,3,6,13466,217,2,7,54,6,3,12,9825,52,0,20,222,4,6,6,10733,165,6,9,25,1,7,7,7780,9,1,27,59,2,8,9,10003,119,37,6,7,16,6,5,13647,157,5,11,77,1,4,8,10406,86,62,9,True
11,2,4,4,10694,76,72,8,67,13,5,3,14655,183,19,4,112,11,2,12,13858,196,2,10,98,1,3,9,10465,165,3,6,267,4,1,25,13386,6,0,27,134,3,6,8,9211,144,0,10,113,3,6,5,9126,75,47,7,24,5,3,2,10657,192,9,11,89,1,10,7,6294,24,0,18,222,3,6,3,9023,135,15,3,True
101,12,6,12,12891,136,0,7,107,14,3,8,15709,227,9,8,201,4,7,26,10934,25,0,6,75,3,5,11,12694,71,92,1,222,13,10,11,15175,200,4,3,20,6,11,6,10237,60,41,5,54,3,7,7,9286,120,0,5,37,7,10,14,10546,20,0,2,103,7,9,4,10244,122,0,3,22,8,9,7,12504,179,0,3,True
112,11,6,14,13787,169,4,14,67,4,6,14,11090,138,4,10,106,6,6,11,12299,48,72,0,53,3,6,19,10886,49,5,16,8,5,7,15,12230,174,4,7,429,22,3,7,19780,251,28,6,267,0,8,20,9146,3,0,24,75,3,5,14,12248,169,10,8,81,3,6,16,10679,106,5,4,111,3,7,16,13639,57,100,4,False
222,2,6,3,8969,175,16,7,77,2,5,1,8555,60,64,9,40,0,5,7,6167,16,0,21,31,4,5,2,9187,176,6,5,30,2,3,2,9177,201,23,4,92,7,1,6,12429,231,3,8,99,4,5,9,10921,183,5,8,236,6,1,9,12278,164,10,2,37,3,1,14,9604,43,0,21,62,4,2,10,10939,38,80,9,False
91,3,6,16,11798,176,7,14,75,12,6,5,14745,246,2,5,51,6,4,10,12932,201,17,3,32,3,5,18,11995,38,80,14,267,1,4,16,9160,13,0,36,41,12,4,7,14266,201,0,7,59,3,6,14,12322,80,71,3,110,4,4,9,11177,171,20,3,82,6,7,7,11932,172,29,13,53,0,4,14,8876,57,1,31,True
50,4,7,8,10644,143,7,9,81,4,8,3,9695,150,10,8,107,7,4,4,12105,189,8,5,59,6,12,5,11281,72,51,9,1,0,7,6,6586,23,0,9,236,10,3,13,15116,195,17,9,412,3,2,14,9378,47,4,26,86,7,6,8,11433,137,5,16,134,9,7,6,11864,153,8,10,113,9,3,11,15211,78,84,15,False
222,9,5,11,13333,220,16,4,57,4,3,18,12271,52,72,4,24,13,6,6,14036,215,1,5,53,3,6,15,9253,22,1,23,4,6,7,13,12988,202,1,7,254,9,6,8,14076,44,87,7,75,9,8,2,13376,205,10,7,15,3,5,11,12230,206,6,6,131,6,8,7,10358,135,4,8,40,0,8,10,8182,19,1,21,False
10,11,4,15,14047,165,6,7,222,24,6,8,18152,221,2,3,32,7,7,15,12853,72,42,7,201,3,2,22,11498,58,4,14,75,10,6,4,13127,178,12,3,150,4,11,5,8389,64,2,5,266,5,10,5,10270,155,6,9,254,5,14,3,9757,60,46,7,34,7,7,2,11130,185,2,12,17,3,13,8,8991,82,4,10,True
